,logIndex,transactionIndex,transactionHash,blockNumber,poolId,newOwner,previousOwner,slotId,gasUsed,gasPrice,ethSpent,depositSLP,rewardsFVTForSession
10,52.0,54.0,b'.\x833Gj\x0cF\x08\xd0\xd4\xc47\xc6\x12j9\xf8\x9cQH\xf5\x00\xf9H=d\x98\xf6\xf8\xa2]\xcd',13180395,1.0,0xd557D7443D50f2252f7074269303477C1DFD3451,0x0000000000000000000000000000000000000000,34.0,211739.0,146901033433.0,0.031104677918069987,50.00000000000001,0.0
11,137.0,51.0,"b'\xb6\x92\x0c\xb7\xd5\xb2\x9e\xa4\x02\x92\xf6\x88\xeeB\x13l\xfd\xfd\x0c\xfe\xf3AB\xcc\xff_=.\xdd,H\x91'",13180650,1.0,0xd557D7443D50f2252f7074269303477C1DFD3451,0x0000000000000000000000000000000000000000,22.0,211739.0,149768170622.0,0.031711762679331658,50.00000000000001,0.0
12,156.0,204.0,b'\xeb\xa2\xd6\x9b\x05\xe2\xc4[NF+g\x89{\\.\x96\x05G\x1f\xcf\xee\xc1\x87H\xa8\xb4\x97\x7fA\xe3\xf2',13180662,1.0,0xd557D7443D50f2252f7074269303477C1DFD3451,0x0000000000000000000000000000000000000000,48.0,211739.0,129589811861.0,0.027439217173636279,51.00000000000001,0.0
13,131.0,94.0,b'\x15\xa7c@5\x9b\x0e\xe4A\xe9U\\\x1b)\xc2u]\xcfk\x85\x9d\xa1\xda\x96\xd5\xc6\x10\xbf\xa9\xf0[\xe4',13181141,1.0,0x77Ef0bB2A8fe8bAb8372da805018D4EA122EB300,0x0000000000000000000000000000000000000000,42.0,228827.0,107362361143.0,0.024567407013269261,513.0,0.0
15,309.0,442.0,"b'g\xed\xb7\xe8\xd4\x1b\x9a_\xa9\xd3\x1a\x00}\xa8I\xda\x08\x02\xd4V-6\xd4?\x97 \x00\xf3Y\x16,\x07'",13181663,1.0,0x51BD9fd860223EF52cF77b517EbaB5cA58dc1c63,0x0000000000000000000000000000000000000000,5.0,157610.0,71768114021.0,0.01131137245084981,302.0,0.0
18,66.0,28.0,"b'\xb1\xc0\x0e)-n\xebj\xf1;\xfc\x11JI?\xb0\x01\x00\xe2\xf9\xf3(\xb0\xe8\xb8\xa7\xdc\xf1.\x95""\xf4'",13181700,1.0,0x2000e0171c5E7b79b2f29068122CAE26012B02df,0x0000000000000000000000000000000000000000,31.0,142631.0,82000000000.0,0.011695742,0.0,0.0
20,500.0,235.0,b'@4B\xc7\xa2\x00\xfd\xff\xbb\xb3:\xff\x1b\xcc\xd0O\x06\xe6\x9b\xc3\xf18\xc5\x9d\x1bp.\x08\xc4\xe4\xe41',13181720,1.0,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,0x0000000000000000000000000000000000000000,44.0,228839.0,84387869294.0,0.019311235621369666,202.50000000000003,0.0
21,129.0,138.0,"b'\xed\xdb\xf0\xc7\xb4""0\x88e\x08\x1f\xf4/\xe5\x12\xd3\xc0T\xfb\x07u\xf4\xfc\xac\xae1\x99\x07\xaf\xeb\x86<'",13181771,1.0,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,0x0000000000000000000000000000000000000000,45.0,211739.0,83100000000.0,0.0175955109,202.50000000000003,0.0
22,131.0,139.0,b'\x06~9\x97\xfabE\tH<\xd2m/\x97\xea\x94P\x88-\x1fn\x03\xd6\xfe\x99\x19\x88b\x8dn\x80\xac',13181771,1.0,0xE3b2F16a52671AF6a5d498D3CfDcCCdC2Ad0D58f,0x0000000000000000000000000000000000000000,46.0,211739.0,86100000000.0,0.0182307279,60.00000000000001,0.0
23,170.0,148.0,b'\xd5\x06\x04\x8a\x9a\x87\xa5!\xc1\x1c\xa8T\xc6\xb5L\x01y\xaduB\x9e\x02?\xfb\x82n?tMh\xa2I',13181886,1.0,0x51BD9fd860223EF52cF77b517EbaB5cA58dc1c63,0x0000000000000000000000000000000000000000,25.0,211739.0,78173240672.0,0.016552323806648608,154.0,0.0
